"Tipo Equivalente","ALIMENTOS","Cantidad sugerida","Unidad","Peso bruto redondeado (g)","Peso neto (g)","Energia (Kcal)","Proteina (g)","Lípidos (g)","Hidratos de carbono (g)","Fibra (g)","Vitamina A     (µg RE)","Acido Ascórbico (mg)","Acido Fólico (µg)","Hierro NO HEM (mg)","Potasio (mg)","Indice glicémico","Carga glicémica",
"Azucares sin grasa","Crazy dips sabor frutas",1,"sobre",12,12,45,0,"ND",12,0,"ND","ND","ND",,,,,
"Azucares sin grasa","Cubierta de chocolate ",2,"cucharadita",12,12,48,0,1.3,9.1,0,0,"ND","ND",,,,,
"Azucares sin grasa","Cubierta de fresa",3,"cucharadita",16,16,41,0,0,10.6,3.4,0,"ND","ND",,,,,
"Azucares sin grasa","Cubierta de piña",3,"cucharadita",16,16,40,0,0,10.6,9.9,0,"ND","ND",,,,,
"Azucares sin grasa","Cueritos de fruta",0.5,"pieza",11,11,39,0,0.3,9,33.3,5.2,99,8.9,,,,,
"Azucares sin grasa","Flan en polvo",1,"cucharada",12,12,42,0,0,11,51.8,"ND","ND","ND",,,,,
"Azucares sin grasa","Fruta cristalizada",15,"g",15,15,45,0.5,0.1,11,0,11,103,11.4,,,,,
"Azucares sin grasa","Gatorade variedad de sabores",200,"ml",200,200,46,0,0,11.6,91.6,11.6,"ND","ND",,,,,
"Azucares sin grasa","Gelatina",0.333333333333333,"taza",59,59,37,0.7,0,8.4,44.6,8,"ND","ND",,,,,
"Azucares sin grasa","Gelatina de sabor en polvo",10,"g",10,10,38,0.8,0,9.1,46.6,8.6,"ND","ND",,,,,
"Azucares sin grasa","Gelatina en polvo para agua",10,"g",10,10,38,0.8,0,9.1,46.6,8.6,"ND","ND",,,,,
"Azucares sin grasa","Gelatina en polvo para leche",10,"g",10,10,38,0.8,0,9.1,46.6,8.6,"ND","ND",,,,,
"Azucares sin grasa","Gelatina preparada",4.5,"cucharada",72,72,45,0.9,0,10.2,54,9.7,"ND","ND",,,,,
"Azucares sin grasa","Gomitas",4,"pieza",12,12,42,0.5,0,10.2,0,7.1,"ND","ND",,,,,
"Azucares sin grasa","Halls nite",0.5,"pieza",8,8,31,0.1,0,7.6,0,5.5,"ND","ND",,,,,
"Azucares sin grasa","Jalea",2,"cucharadita",13,13,42,0,0,10.7,3.3,6.5,"ND","ND",,,,,
"Azucares sin grasa","Jarabe de chocolate",1,"cucharada",18,18,49,0.4,0.2,11.4,12.7,8.7,"ND","ND",,,,,
"Azucares sin grasa","Jarabe de sabor para preparar agua",1,"cucharada",17,17,41,0,0.1,11.2,0,"ND","ND","ND",,,,,
"Azucares sin grasa","Jugo de caña de azucar",0.25,"taza",60,60,50,0.2,0.1,12.3,"ND","ND","ND","ND",,,,,
"Azucares sin grasa","Jugo de ciruela pasa",0.25,"taza",64,64,45,0.4,0,11.2,2.6,10.5,"ND","ND",,,,,
"Azucares sin grasa","Jugo de citricos preparados con agua",0.333333333333333,"taza",80,80,37,0.2,0,9.2,3.2,6.5,50,4.6,,,,,
"Azucares sin grasa","Jugo de fruta concentrado",20,"g",20,20,45,0.8,0.3,10.1,1,10,50,5.1,,,,,
"Azucares sin grasa","Jugod e frutas",0.333333333333333,"taza",80,80,40,0,0,10,53.3,10,50,5,,,,,
"Azucares sin grasa","Jugo de zanahoria, manzana y 3 frutas citricas",0.333333333333333,"taza",80,80,39,0,0,9.7,6.4,9,"ND","ND",,,,,
"Azucares sin grasa","Jugo natural´es de Lala",1,"pieza",125,125,28,0.5,0,6.5,3.8,6.5,"ND","ND",,,,,
"Azucares sin grasa","Leche condensada",2,"cucharadita",11,11,36,0.9,1,6.1,14.2,6.1,61,3.7,,,,,
"Azucares sin grasa","Leche condensada light",1,"cucharada",16,16,45,1.4,0.1,9.6,16.5,"ND","ND","ND",,,,,
"Azucares sin grasa","Leche en polvo sabor chocolate con malbavisco",2,"cucharada",14,14,56,0.6,0.3,12.6,19,11.5,"ND","ND",,,,,
"Azucares sin grasa","leche en polvo sabor fudge de chocolate",2,"cucharada",14,14,56,0.6,0.3,12.6,19,11.5,"ND","ND",,,,,
"Azucares sin grasa","Malvavisco",2,"pieza",14,14,45,0.3,0,11.4,11.2,8.1,"ND","ND",,,,,
"Azucares sin grasa","Malvavisvo miniatura",18,"pieza",13,13,40,0.2,0,10.2,10.1,7.3,"ND","ND",,,,,
"Azucares sin grasa","Melaza",2.5,"cucharadita",13,13,36,0,0,8.9,6.1,"ND","ND","ND",,,,,
"Azucares sin grasa","Mentas de caramelo",6,"pieza",10,10,41,0,0,10.2,0,10.2,70,7.1,,,,,
"Azucares sin grasa","Merngue ""duro""",11,"pieza pequeña",11,11,42,0.2,0,10.2,0,"ND","ND","ND",,,,,
"Azucares sin grasa","Mermelada",2.5,"cucharadita",17,17,41,0.1,0,10,0.2,8.1,48,4.8,,,,,
"Azucares sin grasa","Mermelada con frustosa",2.5,"cucharada",43,43,40,0,0,10,50,10,"ND","ND",,,,,
"Azucares sin grasa","Mermelada de fruta, menos azucar",2,"cucharada",30,30,40,0,0,9.9,0,9.9,"ND","ND",,,,,
"Azucares sin grasa","miel  ",2,"cucharadita",14,14,43,0,0,11.5,0.6,11.5,55,6.3,,,,,
"Azucares sin grasa","Miel de abeja",2,"cucharadita",14,14,43,0,0,11.5,0.6,11.5,55,6.3,,,,,
"Azucares sin grasa","Miel de caña",2,"cucharadita",12,12,35,0.1,0,8.7,"ND","ND","ND","ND",,,,,
"Azucares sin grasa","Miel de maiz",2,"cucharadita",12,12,36,0,0,9,8.2,"ND","ND","ND",,,,,
"Azucares sin grasa","Miel de jarabe sabor maple",2,"cucharadita",12,12,31,0,0,8.1,1.1,7.1,"ND","ND",,,,,
"Azucares sin grasa","Monster Energy*",0.2,"lata",96,96,72,0,0,11,72,11,"ND","ND",,,,,
"Azucares sin grasa","Monster Kaos*",0.2,"lata",96,96,36,0.4,0,8.4,6,8.4,"ND","ND",,,,,
"Azucares sin grasa","Mousse de chocolate sin grasa",0.25,"taza",50,50,47,1,0.2,10.4,55,7.9,31,3.2,,,,,
"Azucares sin grasa","Néctar de fruta",0.25,"taza",63,63,38,0.1,0,9.9,2.5,9.5,54,5.3,,,,,
"Azucares sin grasa","Nescafe Dolca gusto Nestea peach",2,"cápsula",12,12,42,0,0,10,0,10,"ND","ND",,,,,
"Azucares sin grasa","Nieves de frutas",40,"g",40,40,40,0.2,0.1,9.7,0,9.7,"ND","ND",,,,,
"Azucares sin grasa","Obelas de cajeta",1,"pieza chica",7,7,30,0.7,0.7,5.3,15.3,5.3,"ND","ND",,,,,
"Azucares sin grasa","Paleta de caramelo",2,"pieza",12,12,44,0,0,11.8,0,11.8,70,8.3,,,,,
"Azucares sin grasa","Paleta helada de agua",1,"pieza",52,52,41,0,0.1,10,3.6,7.1,"ND","ND",,,,,
"Azucares sin grasa","Paleta helada de fruta",0.5,"pieza",46,46,38,0.6,0.1,9.3,2,9.3,"ND","ND",,,,,
"Azucares sin grasa","Paleta helada de fruta sin azúcar",3,"pieza",153,153,36,0.9,0.3,9.6,9,9.6,"ND","ND",,,,,
"Azucares sin grasa","Paleta helada de yogur sabor coco",0.5,"pieza",35,35,47,0.7,0.9,9.1,22.8,9.1,"ND","ND",,,,,
"Azucares sin grasa","Panditas",0.333333333333333,"bolsa",15,15,47,0.9,0,10.9,1.7,7.6,"ND","ND",,,,,
"Azucares sin grasa","Pasitas con chocolate",11,"pieza",11,11,43,0.5,1.6,7.5,4,6.8,"ND","ND",,,,,
"Azucares sin grasa","Piloncillo",10,"g",10,10,36,0,0,9.1,3,9.1,"ND","ND",,,,,
"Azucares sin grasa","Piloncillo rallado",1,"cucharada",10,10,36,0,0,9.1,3,9.1,"ND","ND",,,,,
"Azucares sin grasa","Ponche de frutas",0.333333333333333,"taza",79,79,36,0,0,9.2,4,"ND","ND","ND",,,,,
"Azucares sin grasa","Queso de tuna",13,"g",13,13,42,0.2,"ND",10.3,"ND","ND","ND","ND",,,,,
"Azucares sin grasa","Red Bull*",0.333333333333333,"lata",83,83,37,0.2,0.1,9,69.3,8.3,"ND","ND",,,,,
"Azucares sin grasa","Refresco",0.25,"lata",92,92,38,0,0,9.7,3.5,9.7,66,6.4,,,,,
"Azucares sin grasa","Refresco de cola",0.25,"lata",92,92,38,0,0,9.7,3.5,9.7,58,5.6,,,,,
"Azucares sin grasa","Refresco de frutas",0.25,"lata",89,89,44,0,0,11.1,59.2,11.1,"ND","ND",,,,,
"Azucares sin grasa","Salsa catsup",2,"cucharada",30,30,29,0.5,0.1,7.6,334.2,6.8,"ND","ND",,,,,
"Azucares sin grasa","Salsa de manzana",1,"cucharada",16,16,42,0.1,0,10.7,37.1,7.2,"ND","ND",,,,,
"Azucares sin grasa","Salsa de tamarindo",25,"g",25,25,40,0.3,0.7,8.8,131.5,3.5,"ND","ND",,,,,
"Azucares sin grasa","Salsa demiglass",0.333333333333333,"taza",63,63,36,1.3,0.5,7.5,576.2,3.5,"ND","ND",,,,,
"Azucares sin grasa","Skwinkes clásicos",0.5,"paquete",10,10,35,0.5,0.2,8.1,75,5,"ND","ND",,,,,
"Azucares sin grasa","So be rush",0.333333333333333,"lata",99,99,52,0.4,0,10.7,43.6,10.7,"ND","ND",,,,,
"Azucares sin grasa","Té helado en polvo",4,"cucharadita",10,10,41,0,0.1,10.1,0.5,9.7,"ND","ND",,,,,
"Azucares sin grasa","Tribu *",0.25,"lata",63,63,30,0.3,0,7,47.5,7,"ND","ND",,,,,
"Azucares con grasa","ALIMENTOS","Cantidad sugerida","Unidad","Peso bruto redondeado (g)","Peso neto (g)","Energia (Kcal)","Proteina (g)","Lípidos (g)","Hidratos de carbono (g)","Sodio (mg)","Azúcares por equivalente (g)","Indica glicémico (g)","Carga glicémica",,,,,
"Azucares con grasa","Aderezo blue cheese bajo en calorias",4,"cucharada",60,60,86,1.7,15,10.4,582.9,5.1,"ND","ND",,,,,
"Azucares con grasa","Aderezo de miel",4,"cucharada",64,64,70,2.5,2.4,10.7,526.7,7.7,"ND","ND",,,,,
"Azucares con grasa","Aderezo de miel y mostaza bajo calorias",3,"cucharada",45,45,64,1.3,1.8,14.1,424.3,6.4,"ND","ND",,,,,
"Azucares con grasa","Aderezo fránces bajo en calorías",4,"cucharada",60,60,79,0,3.4,13.1,472.5,"ND","ND","ND",,,,,
"Azucares con grasa","Aderezo mil islas bajo en calorías",4,"cucharada",60,60,96,0.4,6.4,9.6,600,"ND","ND","ND",,,,,
"Azucares con grasa","Aderezo ranch bajo en calorías",3,"cucharada",45,45,64,1.3,2.8,14.1,398.6,2.6,"ND","ND",,,,,
"Azucares con grasa","Aderezo ruso bajo en calorías",3,"cucharada",45,45,65,0.3,1.7,12.4,390.9,"ND","ND","ND",,,,,
"Azucares con grasa","Aderezo tipo cesar bajo en   calorías",3,"cucharada",45,45,87,1.5,7.3,2.9,812.9,2.9,"ND","ND",,,,,
"Azucares con grasa","Almendra con chocolate",15,"g",15,15,77,1.4,5.6,6.6,1.4,4,"ND","ND",,,,,
"Azucares con grasa","Almond joy",0.333333333333333,"pieza",16,16,80,4.3,4.3,9.4,23.8,7.4,"ND","ND",,,,,
"Azucares con grasa","Almond joy miniatura",1,"pieza",20,20,98,5.3,5.3,11.7,29.4,9.1,"ND","ND",,,,,
"Azucares con grasa","Cacahuate confitado (chocolate)",4,"pieza",16,16,83,2.1,5.4,8,6.6,6,33,2.6,,,,,
"Azucares con grasa","Carlos V",0.5,"pieza",11,11,56,0.4,2.8,7.4,16.5,6.6,"ND","ND",,,,,
"Azucares con grasa","Chispas de chocolate hershey",5,"cucharadita",17,17,89,0.8,4.8,10.7,2.2,8.7,43,4.6,,,,,
"Azucares con grasa","Chispas de chocolate     ",5,"cucharadita",18,18,94,1.3,5.2,10.4,13.8,8.9,43,4.5,,,,,
"Azucares con grasa","Chocolate amargo",0.333333333333333,"pieza",14,14,70,0.7,4.4,8,0.5,6.3,43,3.5,,,,,
"Azucares con grasa","Chocolate blanco",15,"g",15,15,81,0.9,4.8,8.9,13.5,8.9,44,3.9,,,,,
"Azucares con grasa","Chocolate blanco son azúcar",19,"g",19,19,90,1.7,6.7,9.9,0,"ND",35,3.5,,,,,
"Azucares con grasa","Chocolate con arroz tostado",0.333333333333333,"barra",13,13,70,1,3.9,7.9,11.4,6.7,"ND","ND",,,,,
"Azucares con grasa","Chocolate con almendras",0.333333333333333,"barra",15,15,77,1.3,5,7.8,10.9,6.4,"ND","ND",,,,,
"Azucares con grasa","Chocolate con azúcar",15,"g",15,15,70,0.6,2.5,11.3,5,"ND",43,4.8,,,,,
"Azucares con grasa","Chocolate con galleta y caramelo",0.5,"barra",15,15,75,0.7,3.7,9.7,29.7,7.2,44,4.3,,,,,
"Azucares con grasa","Chocolate con leche",15,"g",15,15,64,1.4,1.6,11.1,57.3,"ND",43,4.8,,,,,
"Azucares con grasa","Chocolate con leche con menos del 10% proteinas",14,"g",14,14,60,1.3,1.5,10.3,53.5,"ND","ND","ND",,,,,
"Azucares con grasa","Chocolate con leche y almendras sin azúcar",15,"g",15,15,86,1.5,6.3,6,24.5,5.3,"ND","ND",,,,,
"Azucares con grasa","Chocolate con nugar",0.333333333333333,"pieza",19,19,87,0.8,3.3,13.6,32.3,11.5,"ND","ND",,,,,
"Azucares con grasa","Chocolate con nugar y cacahuate",0.333333333333333,"pieza",19,19,90,1.4,4.5,11.5,46.7,9.6,41,47,,,,,
"Azucares con grasa","Chocolate de coco y almendras",0.333333333333333,"pieza",16,16,78,0.7,4.4,9.7,23.2,7.9,"ND","ND",,,,,
"Azucares con grasa","Chocolate de leche",0.666666666666667,"pieza",17,17,88,1.3,4.9,9.8,13,8.4,43,4.2,,,,,
"Azucares con grasa","Chocolate de menta",2,"pieza",17,17,68,0.3,2,12.8,0.2,11.2,"ND","ND",,,,,
"Azucares con grasa","Chocolate en polvo con más del 10% proteínas",15,"g",15,15,60,1.9,1,11,14.1,"ND","ND","ND",,,,,
"Azucares con grasa","Chocolate en polvo con menos del 10% proteinas",12,"g",12,12,48,0.9,0.4,10.1,45.8,"ND","ND","ND",,,,,
"Azucares con grasa","Chocolate en polvo DICONSA",25,"g",25,25,94,15,1.1,6,162.5,5.4,54,3.2,,,,,
"Azucares con grasa","Chocolate en polvo sin azúcares",3,"cucharadita",15,15,60,3,1.5,9,"ND","ND","ND","ND",,,,,
"Azucares con grasa","Chocolate fundido",0.75,"cucharada",14,14,59,0.3,1.5,10.9,6.4,10.4,43,4.7,,,,,
"Azucares con grasa","Chocolate rallado",5,"cucharadita",17,17,87,0.9,5.4,9.9,0.7,7.7,43,4.3,,,,,
"Azucares con grasa","Chocolate semi amargo",17,"g",17,17,81,0.7,5.1,10.7,1.9,9.3,43,4.6,,,,,
"Azucares con grasa","Chocolate sin azúcar",15,"g",15,15,85,2.1,5.8,6.1,0.5,"ND",35,2.1,,,,,
"Azucares con grasa","Cocada",0.75,"pieza",21,21,92,5.3,5.3,12.8,30,6,"ND","ND",,,,,
"Azucares con grasa","Crema en polvo para café",9,"cucharadita",18,18,98,0.9,6.4,9.9,32.6,9.9,"ND","ND",,,,,
"Azucares con grasa","Flan casero",0.2,"taza",61,61,89,2.8,2.5,13.9,32.4,14.2,65,"ND",,,,,
"Azucares con grasa","Flan de caja preparado con leche descremada",0.2,"taza",61,61,63,1.8,1.1,11.5,69.2,"ND","ND",9,,,,,
"Azucares con grasa","Flan de caja preparado con leche entera",0.2,"taza",61,61,69,1.8,1.8,11.4,68.5,"ND","ND","ND",,,,,
"Azucares con grasa","herchey´s creme´n ´arandano",0.25,"pieza",11,11,57,3.1,3.1,6.2,13.7,5.2,"ND","ND",,,,,
"Azucares con grasa","Jarabe de coco",5,"cucharada",85,85,83,0.4,3.9,6.5,0,"ND","ND","ND",,,,,
"Azucares con grasa","Kinder delice",0.333333333333333,"paquete",21,21,95,5.9,5.9,9,20,7.4,"ND","ND",,,,,
"Azucares con grasa","Kranky",0.333333333333333,"paquete",15,15,67,2.2,2.2,11,27,6.6,"ND","ND",,,,,
"Azucares con grasa","Lunetas",0.333333333333333,"paquete (50)",16,16,79,0.7,3.4,11.4,9.7,10.1,33,3.8,,,,,
"Azucares con grasa","Malvavisco con chocolate",0.5,"pieza",14,14,59,0.6,2.4,9.5,23.5,6.3,"ND","ND",,,,,
"Azucares con grasa","Mayonesa baja en grasa",2,"cucharada",28,28,93,0,1.9,9.5,149,9.5,"ND","ND",,,,,
"Azucares con grasa","Mayonesa light",2,"cucharada",28,28,93,0,1.9,9.5,149,9.5,"ND","ND",,,,,
"Azucares con grasa","Mazapan",0.75,"pieza",19,19,85,3.8,3.8,11.3,0,9.8,"ND","ND",,,,,
"Azucares con grasa","Menta cubierta con chocolate",1.5,"pieza",14,14,55,0.2,1.5,10.9,24.5,"ND","ND","ND",,,,,
"Azucares con grasa","Mole",3,"cucharada",48,48,79,1.7,5.3,6.2,64.3,"ND","ND","ND",,,,,
"Azucares con grasa","Mole de pepita",1,"cucharada",16,16,82,0.9,5,8.2,406.8,"ND","ND","ND",,,,,
"Azucares con grasa","Mole poblano",1,"cucharada",16,16,91,1.2,6.7,6.7,186.2,"ND","ND","ND",,,,,
"Azucares con grasa","Mole poblano en pasta",1,"cucharada",16,16,91,1.2,6.7,6.7,186.2,"ND","ND","ND",,,,,
"Azucares con grasa","Mole poblano preparado",3,"cucharada",48,48,79,1.7,5.3,6.2,64.3,"ND","ND","ND",,,,,
"Azucares con grasa","Mousse de chocolate",0.25,"taza",50,50,71,1,2.3,11.5,76,8.6,"ND","ND",,,,,
"Azucares con grasa","Palanqueta de cacahuate",0.333333333333333,"pieza",15,15,78,2.3,5,7,23.2,6.3,"ND","ND",,,,,
"Azucares con grasa","Paleta helada de café con cubierta de chocolate y almendras",0.2,"pieza",21,21,74,1,5.3,5.5,"ND",5.3,37,2,,,,,
"Azucares con grasa","Paleta helada de chocolate cubierta con chocolate",0.2,"pieza",21,21,72,1,4.9,5.9,10.8,"ND",37,2.2,,,,,
"Azucares con grasa","Paleta helada de crema con café cubierta de chocolate y almendras",0.2,"pieza",21,21,74,1,5.3,5.5,"ND",5.3,"ND","ND",,,,,
"Azucares con grasa","Paleta helada de vainilla cubierta con chocolate",0.25,"pieza",24,24,83,1.1,5.7,6.9,13.5,"ND",38,2.6,,,,,
"Azucares con grasa","Paleta helada de vainilla cubierta con chocolate y almendras",0.25,"pieza",23,23,80,1,5.8,5.8,11.8,"ND","ND","ND",,,,,
"Azucares con grasa","Pipián",15,"g",15,15,77,0.9,4.7,7.7,381.4,"ND","ND","ND",,,,,
"Azucares con grasa","Rompope sin alcohol",0.25,"taza",64,64,86,2.4,4.8,8.6,34.5,5.3,"ND","ND",,,,,
"Azucares con grasa","Salsa de cebollin",25,"g",25,25,63,0.3,4.7,3.3,24.1,2.7,"ND","ND",,,,,
"Azucares con grasa","Salsa de epazote",40,"g",40,40,82,1.3,6.2,4.7,178.5,1.4,"ND","ND",,,,,
"Alimentos libres en energía","ALIMENTOS","Cantidad sugerida","Unidad","Peso bruto redondeado (g)","Peso neto (g)","Energia (Kcal)","Proteina (g)","Lípidos (g)","Hidratos de carbono (g)","Sodio (mg)",,,,,,,,
"Alimentos libres en energía","Achiote                                                                                                                        ",0.25,"cucharada",4,4,10,0.5,0.1,2.1,0,,,,,,,,
"Alimentos libres en energía","Agua",1,"taza",240,240,2,0,0,0,7.1,,,,,,,,
"Alimentos libres en energía","Agua mineral",1,"lata",355,355,4,0,0,0,74.6,,,,,,,,
"Alimentos libres en energía","Ajo en polvo",0.5,"cucharadita",2,2,5,0.3,0,1.1,0.5,,,,,,,,
"Alimentos libres en energía","Albahaca deshidratada",1.5,"cucharadita",2,2,5,0.2,0,0.9,0,,,,,,,,
"Alimentos libres en energía","Albahaca molida",1.5,"cucharadita",2,2,5,0.2,0,0.9,0,,,,,,,,
"Alimentos libres en energía","Alcaparras",2,"cucharada",17,17,4,0.4,0.1,0.8,509.8,,,,,,,,
"Alimentos libres en energía","Alcaravea",0.5,"cucharadita",1,1,4,0.2,0.2,0.5,0,,,,,,,,
"Alimentos libres en energía","Anís",0.5,"cucharadita",1,1,4,0.2,0.2,0.5,0,,,,,,,,
"Alimentos libres en energía","Arúgula",1,"taza",20,12,3,0.3,0.1,0.4,3.2,,,,,,,,
"Alimentos libres en energía","Aspartame",1,"sobre",1,1,0,0,0,0,0,,,,,,,,
"Alimentos libres en energía","Azafrán",1,"cucharadita",1,1,3,0.1,0.1,0.7,1,,,,,,,,
"Alimentos libres en energía","Café americano",1,"taza",240,240,5,0.3,0,0.9,5.4,,,,,,,,
"Alimentos libres en energía","Café con azúcar",1,"taza",240,240,5,0.3,0,8.2,5.4,,,,,,,,
"Alimentos libres en energía","Café de grano",7,"cucharada",56,56,4,11.2,0,0,0,,,,,,,,
"Alimentos libres en energía","Café descafeinado",1,"taza",240,240,5,0.3,0,0.9,5.4,,,,,,,,
"Alimentos libres en energía","Café descafeinado preparado",1,"taza",240,240,5,0.3,0,0.9,5.4,,,,,,,,
"Alimentos libres en energía","Café en polvo",0.5,"cucharada",1,1,4,0.1,0,0.9,0.8,,,,,,,,
"Alimentos libres en energía","Café de polvo descafeinado",1,"cucharadita",2,2,4,0.2,0,0.7,1,,,,,,,,
"Alimentos libres en energía","Café en polvo sabor moka",2,"cucharadita",4,4,8,0.4,0,1.4,2,,,,,,,,
"Alimentos libres en energía","Café express","5 1 /2","taza",440,440,10,0.5,0,1.7,9.9,,,,,,,,
"Alimentos libres en energía","Café instantáneo",1,"cucharadita",2,2,4,0.2,0,0.7,1,,,,,,,,
"Alimentos libres en energía","Café intantánio preparado",1,"taza",240,240,5,0.3,0,0.9,6.7,,,,,,,,
"Alimentos libres en energía","Café instantáneo, descafeinado",1,"cucharadita",2,2,4,0.2,0,0.8,0,,,,,,,,
"Alimentos libres en energía","Café molido",1,"cucharada",4,4,1,0.8,0,0,0,,,,,,,,
"Alimentos libres en energía","Café ó té sin azúcar",1,"taza",240,240,3,0,0,0.5,2.7,,,,,,,,
"Alimentos libres en energía","Café sin azúcar",1,"taza",240,240,5,0.3,0,0.9,5.4,,,,,,,,
"Alimentos libres en energía","Caldo",0.5,"taza",120,120,9,1.4,0.3,0.1,391,,,,,,,,
"Alimentos libres en energía","Caldo de carne",0.5,"taza",120,120,9,1.4,0.3,0.1,391,,,,,,,,
"Alimentos libres en energía","Caldo de carne concentrado",0.25,"taza",62,62,8,1.5,0,0.5,450,,,,,,,,
"Alimentos libres en energía","Caldo de pescado",0.5,"taza",120,120,9,1.4,0.3,0.1,391,,,,,,,,
"Alimentos libres en energía","Caldo de pollo",0.5,"taza",120,120,9,1.3,0.4,0.4,381.6,,,,,,,,
"Alimentos libres en energía","Caldo de pollo concentrado",0.2,"taza",50,50,12,0.8,0.8,0.8,308,,,,,,,,
"Alimentos libres en energía","Caldo de pollo enlatado",0.2,"taza",50,50,12,0.8,0.8,0.8,308,,,,,,,,
"Alimentos libres en energía","Caldo de res",0.5,"taza",120,120,9,1.4,0.3,0.1,391,,,,,,,,
"Alimentos libres en energía","Caldo de res enlatado",0.333333333333333,"taza",82,82,10,2,0,0.7,594,,,,,,,,
"Alimentos libres en energía","Canela",1,"cucharadita",2,2,5,0.1,0.1,1.6,1,,,,,,,,
"Alimentos libres en energía","Canela en polvo",1,"cucharadita",2,2,5,0.1,0.1,1.6,1,,,,,,,,
"Alimentos libres en energía","Canela en raja",0.2,"raja",2,2,5,0.1,0.1,1.6,1,,,,,,,,
"Alimentos libres en energía","Canela molida",1,"cucharadita",2,2,5,0.1,0.1,1.6,1,,,,,,,,
"Alimentos libres en energía","Cardamomo",1,"cucharadita",2,2,6,0.2,0.1,1.4,0,,,,,,,,
"Alimentos libres en energía","Cardamomo molido",1,"cucharadita",2,2,6,0.2,0.1,1.4,0,,,,,,,,
"Alimentos libres en energía","Cáscara de limón",5,"cucharadita",10,10,5,0.2,0,1.7,0,,,,,,,,
"Alimentos libres en energía","Cáscara de naranja",2,"cucharadita",4,4,4,0.1,0,1,0,,,,,,,,
"Alimentos libres en energía","Cebolla deshidratada",1,"cucharadita",1,1,4,0,0,0.8,4,,,,,,,,
"Alimentos libres en energía","Cebolla en polvo",0.5,"cucharadita",1,1,4,0.1,0,0.8,0.5,,,,,,,,
"Alimentos libres en energía","Cebollín",15,"cucharadita",15,15,5,0.5,0,0.5,0,,,,,,,,
"Alimentos libres en energía","Cebollín deshidratada",30,"cucharadita",12,12,0,0,0,0,0,,,,,,,,
"Alimentos libres en energía","Cebollín fresco",15,"cucharadita",15,15,5,0.5,0,0.5,0,,,,,,,,
"Alimentos libres en energía","Cebollín liofilizado",10,"cucharada",2,2,5,0.5,0,1.3,2.5,,,,,,,,
"Alimentos libres en energía","Chicle sin azúcar",1,"pieza",3,3,10,0,0,2,0,,,,,,,,
"Alimentos libres en energía","Chicle casacabel",3,"g",3,3,8,0.3,0.2,1.6,0,,,,,,,,
"Alimentos libres en energía","Chicle en polvo",3,"pieza",2,1,4,0.2,0.1,0.8,0,,,,,,,,
"Alimentos libres en energía","Chicle piquín",3,"pieza",2,1,4,0.2,0.1,0.8,0,,,,,,,,
"Alimentos libres en energía","Chicle piquín molido",0.5,"cucharadita",2,2,5,0.2,0.3,0.8,15,,,,,,,,
"Alimentos libres en energía","Chocolate para repostería sin azúcar",2,"g",2,2,10,0.2,1.1,0.6,0.3,,,,,,,,
"Alimentos libres en energía","Clavo",1,"cucharadita",2,2,6,0.1,0.4,1.2,5,,,,,,,,
"Alimentos libres en energía","Clavo de olor",1,"cucharadita",2,2,6,0.1,0.4,1.2,5,,,,,,,,
"Alimentos libres en energía","Clavo en polvo",1,"cucharadita",2,2,6,0.1,0.4,1.2,5,,,,,,,,
"Alimentos libres en energía","Clavo entero",2,"g",2,2,6,0.1,0.4,1.2,5,,,,,,,,
"Alimentos libres en energía","Clavo molido",1,"cucharadita",2,2,6,0.1,0.4,1.2,5,,,,,,,,
"Alimentos libres en energía","Clight",3,"sobre",4,4,8,0,0,2,6.5,,,,,,,,
"Alimentos libres en energía","Cocca Cola de dieta",1,"lata",240,240,1,0,0,0.1,3.9,,,,,,,,
"Alimentos libres en energía","Cocca Cola Zero",1,"lata",240,240,1,0,0,0,7.2,,,,,,,,
"Alimentos libres en energía","Coca light",1,"lata",240,240,1,0,0,0.1,3.9,,,,,,,,
"Alimentos libres en energía","Cocacola de dieta",1,"lata",240,240,1,0,0,0.1,3.9,,,,,,,,
"Alimentos libres en energía","Cocoa en polvo con aspartame",0.25,"cucharada",3,3,9,0.7,0.1,1.6,30.8,,,,,,,,
"Alimentos libres en energía","Cocoa sin azúcar",0.2,"cucharada",2,2,7,0.4,0.2,0.9,0.3,,,,,,,,
"Alimentos libres en energía","Cocoa sin azúcar Hershey",0.2,"cucharada",2,2,7,0.4,0.2,0.9,0.3,,,,,,,,
"Alimentos libres en energía","Comino",1,"cucharadita",2,2,7,0.4,0.4,0.9,3,,,,,,,,
"Alimentos libres en energía","Comino entetro",1,"cucharadita",2,2,7,0.4,0.4,0.9,3,,,,,,,,
"Alimentos libres en energía","Comino molido",0.5,"cucharadita",1,1,6,0.2,0.2,0.4,2,,,,,,,,
"Alimentos libres en energía","Concentrado de pollo",3,"g",3,3,6,0.4,0.1,0.7,720,,,,,,,,
"Alimentos libres en energía","Consomé",0.25,"taza",60,60,10,1.2,0.3,0.2,198.8,,,,,,,,
"Alimentos libres en energía","Consomé de camarón en polvo",0.333333333333333,"cucharada",4,4,8,0.6,0.2,1,950.4,,,,,,,,
"Alimentos libres en energía","Consomé de pescado",20,"g",20,20,6,0,0.4,0.2,19.2,,,,,,,,
"Alimentos libres en energía","Consomé de pollo",0.25,"taza",60,60,10,1.2,0.3,0.2,190.8,,,,,,,,
